datum;X1;X2;X3
18 12 2003;271.6460876;263.4784546;236.4693604
19 12 2003;271.3310242;263.5397644;233.964386
20 12 2003;270.7865295;262.7852478;233.1065063
21 12 2003;271.2545471;263.2678223;234.5134277
22 12 2003;270.6405029;262.5806885;230.536087
23 12 2003;270.8938599;262.8779297;232.7186737
24 12 2003;270.5522156;262.6891174;233.3070374
25 12 2003;270.6955261;262.7159119;232.1872559
26 12 2003;270.0979004;262.7807312;231.6957397
27 12 2003;269.5114136;262.1239624;232.3966827
28 12 2003;270.1016235;262.5401917;231.2974091
29 12 2003;269.1602173;261.2962036;231.5849609
30 12 2003;269.591095;261.9867859;231.7596893
31 12 2003;268.9457397;261.1783142;230.8355255
1 01 2004;269.2323608;261.4870911;231.3933868
2 01 2004;269.0048218;261.4230652;231.3446503
3 01 2004;268.5157471;260.9771118;231.1911774
4 01 2004;268.6357422;261.4443054;232.5997925
5 01 2004;268.3965759;261.4261169;230.4564056
6 01 2004;268.5160217;261.2825012;231.4157867
7 01 2004;268.5770874;261.2182312;231.3454895
8 01 2004;268.4965515;261.30896;231.0725555
9 01 2004;266.9424438;262.477417;233.3509674
10 01 2004;268.0053406;261.6682129;231.9229889
11 01 2004;268.673584;262.5986328;233.4891205
12 01 2004;268.6153259;262.9460754;232.9210205
13 01 2004;268.431427;262.4042969;232.5957794
14 01 2004;269.3725891;263.4372559;231.4914856
15 01 2004;268.806427;262.9291992;232.3361053
16 01 2004;269.150116;263.2727051;229.635849
17 01 2004;269.1097107;263.2130432;231.15448
18 01 2004;269.3140869;263.4637451;231.1391144
19 01 2004;269.2859802;263.2198486;230.6431427
20 01 2004;269.4474487;263.4041443;231.1516724
21 01 2004;269.3918762;263.3719482;231.7859802
22 01 2004;269.3750916;263.3320007;231.1936035
23 01 2004;269.3086243;262.6995239;229.1928101
24 01 2004;269.3585205;263.134491;230.7241211
25 01 2004;269.1755676;262.7814941;233.30513
26 01 2004;269.2808838;262.8718262;231.0740204
27 01 2004;268.7012329;262.3594666;232.8983154
28 01 2004;268.4144287;261.8207092;232.425827
29 01 2004;268.7988586;262.3506775;232.5420532
30 01 2004;268.151123;261.7652283;231.7215576
31 01 2004;268.4548035;261.9788818;232.2298126
1 02 2004;267.9636841;261.6611938;231.760849
2 02 2004;268.1898804;261.8017883;231.904068
3 02 2004;268.2420654;261.8504639;230.4461823
4 02 2004;268.9638977;262.4683838;231.3703613
5 02 2004;268.3689575;261.9901428;230.4776459
6 02 2004;268.0062256;261.494751;229.3035431
7 02 2004;268.4463806;261.9844055;230.3838501
8 02 2004;267.8928833;261.47229;227.4612579
9 02 2004;268.1151733;261.6504822;229.0495453
10 02 2004;268.5811157;262.2342834;229.9236603
11 02 2004;268.1963806;261.785675;228.8114777
12 02 2004;269.2381592;262.7575989;230.62117
13 02 2004;269.3214111;262.8618774;229.7854462
14 02 2004;268.9186707;262.4683838;229.1720276
15 02 2004;270.1695557;264.0669556;230.4146576
16 02 2004;269.4698792;263.1324158;229.7907104
17 02 2004;269.8245239;263.6894226;232.7268372
18 02 2004;269.8213196;263.6296082;230.977417
19 02 2004;270.0089111;264.0128479;233.1987457
20 02 2004;271.2511902;265.282959;232.3010101
21 02 2004;271.5603638;265.7488403;235.1792908
22 02 2004;272.3126221;266.4111633;235.4872742
23 02 2004;271.7080383;265.8143311;234.3225098
24 02 2004;272.8527527;266.8035889;236.2822723
25 02 2004;272.2911377;266.3430176;235.3640137
26 02 2004;272.6254883;267.0527344;235.8047028
27 02 2004;272.5898132;266.7331238;235.8170013
28 02 2004;272.8166199;267.3322144;234.506424
29 02 2004;273.1029968;267.5345154;235.3760376
1 03 2004;272.8364563;267.1999512;234.2123718
2 03 2004;272.4240112;266.7891541;233.0612183
3 03 2004;272.7878113;267.1745605;234.2165527
4 03 2004;272.6827698;267.0545654;233.8300323
5 03 2004;272.6315002;267.0061035;233.7025909
6 03 2004;271.5079956;265.7238159;232.8772888
7 03 2004;271.265564;265.2861328;233.4699707
8 03 2004;270.9737549;265.07901;232.6474609
9 03 2004;270.6268311;264.307251;232.5586853
10 03 2004;270.9553833;264.8907776;232.8920441
11 03 2004;270.8190002;264.6417542;231.5870514
12 03 2004;270.800415;264.6132507;232.345932
13 03 2004;271.6387024;265.5789185;234.4087524
14 03 2004;271.0860291;264.9446411;232.7805786
15 03 2004;271.471283;265.3891907;233.1838226
16 03 2004;271.4490051;265.5806885;233.4577179
17 03 2004;271.3354492;265.3048401;232.1155243
18 03 2004;271.8814392;266.0611572;233.4842682
19 03 2004;271.5552979;265.6488953;233.019165
20 03 2004;271.4505615;265.4887085;232.9472351
21 03 2004;271.6291199;265.7329407;233.1502228
22 03 2004;272.1762695;266.3451233;235.2091675
23 03 2004;272.8464966;266.9342041;233.7688751
24 03 2004;273.2604675;267.4605713;234.9745483
25 03 2004;273.6408081;267.7799683;236.2431335
26 03 2004;273.2492371;267.391571;234.9955292
27 03 2004;274.5801392;268.7805176;234.2333069
28 03 2004;273.8233948;267.9840088;235.1573029
29 03 2004;274.828186;268.8565369;235.8415222
30 03 2004;274.4105835;268.5403748;235.0773926
31 03 2004;275.3880615;269.4152527;236.1215515
1 04 2004;274.8756104;268.9373779;235.6801605
2 04 2004;274.8914185;268.964325;243.7072754
3 04 2004;276.2937622;270.9142456;239.8647461
4 04 2004;275.3536072;269.6053162;239.7507324
5 04 2004;276.0046997;270.710968;242.7831879
6 04 2004;275.8840027;270.4101563;240.7995605
7 04 2004;275.5330811;270.2141113;238.3008728
8 04 2004;275.4604492;270.1962891;240.6278839
9 04 2004;275.6268921;270.6426392;239.9145813
10 04 2004;275.8001099;270.600769;238.9808502
11 04 2004;275.6291504;270.4798889;239.8411102
12 04 2004;275.8040466;271.1583252;239.459137
13 04 2004;275.7444153;270.7463379;239.4270477
14 04 2004;276.6968994;272.0036316;242.3343201
15 04 2004;276.0817871;271.3027649;240.4068146
16 04 2004;276.1157837;271.5831909;240.9970398
17 04 2004;276.9061279;271.9773865;241.246048
18 04 2004;276.3678894;271.6211243;245.8074646
19 04 2004;277.0799561;272.3104248;243.0876312
20 04 2004;276.784668;271.969635;243.3803864
21 04 2004;276.5131226;272.0227661;242.4238586
22 04 2004;276.792572;272.1009216;242.9639435
23 04 2004;277.2775879;272.6933594;242.154541
24 04 2004;276.958313;272.3642578;242.5141144
25 04 2004;277.2296143;272.2971497;244.4306335
26 04 2004;278.2663879;273.1936646;244.8723145
27 04 2004;277.4847717;272.6183472;243.9390259
28 04 2004;277.9176636;272.807312;243.1479797
29 04 2004;277.8896179;272.8731079;243.9864502
30 04 2004;278.5105286;273.4621887;244.0133667
1 05 2004;278.1059265;273.0475159;243.7159424
2 05 2004;279.3465271;274.370697;245.2539368
3 05 2004;279.1807556;274.0675964;244.3277588
4 05 2004;278.8777161;273.8286133;246.8544006
5 05 2004;279.2562561;274.2092285;247.3640137
6 05 2004;279.1048889;274.0351563;246.1820526
7 05 2004;278.7122192;273.4882507;247.9551086
8 05 2004;279.0244446;273.9108887;247.1670685
9 05 2004;278.3453979;273.4935913;243.1035461
10 05 2004;278.075531;273.1881714;246.0752411
11 05 2004;278.7713623;273.6331787;245.5339661
12 05 2004;278.2830811;273.113739;243.6056824
13 05 2004;278.3766785;273.311676;245.0716095
14 05 2004;278.3227844;273.2696533;243.5578003
15 05 2004;278.3275146;273.2316895;244.0783691
16 05 2004;278.2492371;273.2882385;248.1069336
17 05 2004;278.2998352;273.2631836;245.2476959
18 05 2004;278.3666382;273.4982605;249.0507507
19 05 2004;278.9814148;274.0474243;247.4684601
20 05 2004;278.5493164;273.6029663;246.8892212
21 05 2004;279.1618347;274.1271362;248.3246155
22 05 2004;278.8975525;273.9258423;247.5607452
23 05 2004;279.2346802;274.1464844;247.048645
24 05 2004;279.0980225;274.0664978;247.6446686
25 05 2004;279.9800415;275.2346802;248.4060059
26 05 2004;280.2631836;275.1694336;247.6997681
27 05 2004;280.0353088;274.8276367;248.0001068
28 05 2004;281.2871399;275.1929321;249.0564728
29 05 2004;280.5285339;275.063324;248.252121
30 05 2004;280.2077332;275.2334595;248.6846771
31 05 2004;280.674469;275.1632385;248.6644287
1 06 2004;279.5076904;274.0499878;246.9552917
2 06 2004;280.1299744;274.8155823;248.1014862
3 06 2004;280.5355225;274.7421875;248.0628052
4 06 2004;280.4483032;275.2619629;247.7065277
5 06 2004;280.3712769;274.9399109;248.4052124
6 06 2004;280.3837891;275.1085205;249.1386414
7 06 2004;280.401123;275.1034851;248.4167938
8 06 2004;280.5015564;275.680481;248.4876556
9 06 2004;280.428833;275.2975159;248.6810303
10 06 2004;278.4803772;263.5328369;249.8863525
11 06 2004;279.5451965;268.1227112;249.0183563
12 06 2004;279.8585815;268.4882507;251.0039368
13 06 2004;276.5135498;267.4734497;248.0096741
14 06 2004;278.6391296;268.0281372;249.3439941
15 06 2004;274.5178223;268.2749634;247.2543945
16 06 2004;276.5568542;267.9255066;248.2026825
17 06 2004;276.8234558;268.1021729;249.3602753
18 06 2004;275.9660645;268.1008606;248.2724609
19 06 2004;277.3490906;268.9621277;248.9663696
20 06 2004;277.6921692;269.2187805;248.8663788
21 06 2004;277.0024414;268.7605896;250.8788147
22 06 2004;277.628418;269.8678894;248.1328888
23 06 2004;277.4410095;269.2824402;249.2926788
24 06 2004;277.5879822;269.4627075;247.4210968
25 06 2004;277.5524902;269.5376892;248.2822266
26 06 2004;278.2028809;270.2832031;250.2214966
27 06 2004;271.6983337;261.833374;248.6416016
28 06 2004;273.128418;265.901062;251.1388245
29 06 2004;270.1473999;259.3793945;249.1604919
30 06 2004;271.6580505;262.3712769;249.6469727
1 07 2004;273.2784424;264.4004211;253.279068
2 07 2004;271.6946106;262.0503845;250.6955109
3 07 2004;274.2502747;264.3630371;254.0853882
4 07 2004;273.0744324;263.6046143;252.6866455
5 07 2004;275.0348206;265.4869995;252.2418823
6 07 2004;269.5498657;261.9911499;253.0046387
7 07 2004;272.5530396;263.6942444;252.1157837
8 07 2004;273.4594421;265.555603;251.1455688
9 07 2004;271.854126;263.7470093;252.0886688
10 07 2004;269.8516541;264.5617065;250.2174988
11 07 2004;271.7217712;264.6214294;251.150589
12 07 2004;267.8718872;260.8225403;251.1066895
13 07 2004;270.6438293;264.1414185;250.8249359
14 07 2004;271.5918579;265.2463379;250.2380524
15 07 2004;269.0718994;262.5650635;251.8574219
16 07 2004;270.4358826;263.9842834;250.973465
17 07 2004;272.3149109;266.158905;248.9022217
18 07 2004;270.6075745;264.236084;250.5776978
19 07 2004;273.5095825;267.1048279;251.3958435
20 07 2004;272.1440125;265.8332825;250.2919159
21 07 2004;259.8903198;267.8210449;250.4238586
22 07 2004;269.605957;268.1997986;250.7038574
23 07 2004;267.2134094;267.2846985;251.5949097
24 07 2004;263.187439;265.8688965;254.7656555
25 07 2004;266.6689148;267.1177979;252.3548126
26 07 2004;268.0924683;265.7728271;254.3063354
27 07 2004;265.9829407;266.2531738;253.8089447
28 07 2004;269.1760559;265.7734375;255.3425293
29 07 2004;270.2578735;266.1748657;254.4859467
30 07 2004;271.1942139;267.2678833;254.0418701
31 07 2004;273.2545471;267.894043;254.1675873
1 08 2004;271.5688782;267.1122742;254.2318115
2 08 2004;273.1968994;265.0635376;254.1578217
3 08 2004;272.6734314;266.6899719;254.1857452
4 08 2004;274.6072998;265.7964478;253.6488342
5 08 2004;273.4925537;265.8500061;253.9974823
6 08 2004;275.7883301;267.8240967;254.2380219
7 08 2004;273.9095459;267.0926514;253.961441
8 08 2004;274.3968201;266.9222412;250.7942352
9 08 2004;276.3361816;268.2372437;252.6409302
10 08 2004;274.8808594;267.4173889;252.4655304
11 08 2004;277.7259827;269.2342224;250.900177
12 08 2004;276.3143311;268.2962952;252.0021973
13 08 2004;278.3652954;270.1094666;251.6794739
14 08 2004;277.4513855;269.9924927;251.5272827
15 08 2004;278.6202393;270.8620605;251.5522461
16 08 2004;279.4942322;271.4710083;251.1147614
17 08 2004;278.5219727;270.775177;251.3980865
18 08 2004;279.811615;271.9720764;251.7062683
19 08 2004;279.2759705;271.4060974;251.4063721
20 08 2004;279.9624023;272.2858276;251.5501862
21 08 2004;279.6833191;271.8880005;251.5542755
22 08 2004;280.3679199;271.9674683;251.4026947
23 08 2004;281.0384216;272.4103394;251.5023804
24 08 2004;280.3632507;272.0885925;252.3473358
25 08 2004;280.0549011;272.0690918;253.743103
26 08 2004;280.4855042;272.1893311;252.5309448
27 08 2004;279.6234131;271.8317566;250.4528503
28 08 2004;280.0545959;272.0300598;252.2423096
29 08 2004;280.0033569;268.3427734;251.9765167
30 08 2004;279.1828308;269.2211304;251.5572357
31 08 2004;280.4177246;270.7984924;250.7515106
1 09 2004;277.628479;266.7881165;251.0063171
2 09 2004;279.076355;268.9359131;251.1050262
3 09 2004;279.7381287;269.7106323;256.3682251
4 09 2004;278.8143311;268.4782104;252.8265228
5 09 2004;279.7022095;269.6036987;252.967453
6 09 2004;279.4182434;269.2641907;254.0540771
7 09 2004;280.1762085;270.9015198;253.0695038
8 09 2004;279.3866577;269.9998474;253.3636932
9 09 2004;279.6603699;270.0551758;252.7368164
10 09 2004;280.395813;271.1941528;253.2725067
11 09 2004;279.81427;270.4164124;253.1243439
12 09 2004;280.5476074;270.7264404;255.9809265
13 09 2004;280.2525635;270.7790222;254.1259308
14 09 2004;281.0335999;272.1354675;251.8253021
15 09 2004;281.2134399;272.337738;253.9774017
16 09 2004;280.682373;270.8555298;251.9596558
17 09 2004;280.8423462;271.9921875;252.4755859
18 09 2004;280.9127197;271.7284851;252.8042145
19 09 2004;281.7893677;272.6790466;251.1573639
20 09 2004;281.181488;272.1332703;252.1457062
21 09 2004;280.1033936;270.1276855;249.7593231
22 09 2004;281.0247498;271.6466675;251.0207977
23 09 2004;281.562439;272.7194214;250.0614624
24 09 2004;281.5976563;271.1734314;250.2805176
25 09 2004;281.394928;271.8465271;251.6282043
26 09 2004;282.0387573;272.7373352;249.4950562
27 09 2004;281.6770935;271.9190979;250.4679413
28 09 2004;281.4427185;272.978241;250.0477905
29 09 2004;281.7195129;272.5448914;250.0036011
30 09 2004;281.7348328;273.328064;249.8773346
1 10 2004;281.7492676;272.5877991;249.9762421
2 10 2004;281.8283997;272.837677;249.1268005
3 10 2004;281.3581238;272.5533752;247.91008
4 10 2004;281.6452637;272.6596375;249.0043793
5 10 2004;281.8954468;272.5401611;247.6753082
6 10 2004;281.6329651;272.5843811;248.1965942
7 10 2004;282.0059204;273.1010437;246.6690674
8 10 2004;281.8447876;272.7418518;247.5136566
9 10 2004;281.483429;273.4893188;245.2448273
10 10 2004;281.6710205;273.3330688;246.4758453
11 10 2004;281.6664124;273.1880798;247.6435852
12 10 2004;282.3826904;274.0851135;247.4585571
13 10 2004;281.9067078;273.5354004;247.1926727
14 10 2004;281.49646;273.8696289;247.4911957
15 10 2004;281.9286194;273.8300476;247.3808136
16 10 2004;282.0454407;273.9887695;246.8611755
17 10 2004;282.0151062;274.072113;247.2443848
18 10 2004;282.0147705;274.0752563;246.3765869
19 10 2004;282.1888428;274.3590393;246.3505402
20 10 2004;282.0729065;274.1687927;246.6571655
21 10 2004;280.9516296;272.8257751;244.5810699
22 10 2004;281.737793;273.7845459;245.862915
23 10 2004;282.013092;274.3647766;248.3852844
24 10 2004;281.5675049;273.6583557;246.276413
25 10 2004;281.4770813;274.4544067;247.528656
26 10 2004;280.6044006;272.7518921;247.3967743
27 10 2004;281.2163086;273.6215515;245.157959
28 10 2004;281.0794373;273.6669617;246.3933411
29 10 2004;280.9667053;273.3468018;246.31604
30 10 2004;280.743103;273.0188293;244.3318176
31 10 2004;280.9297485;273.3442078;245.6804047
1 11 2004;280.0523987;272.1574707;245.1120605
2 11 2004;280.1387939;272.0801392;245.0414276
3 11 2004;279.7502441;271.9579468;245.4184875
4 11 2004;279.3428345;271.5588989;245.5404968
5 11 2004;279.7439575;271.8656616;245.3334503
6 11 2004;279.6592407;271.5306396;244.8305969
7 11 2004;279.5820007;271.6517334;245.2348633
8 11 2004;279.906311;272.3445129;247.8822327
9 11 2004;279.7158508;271.8422852;245.9825592
10 11 2004;278.9110107;271.344635;245.9824219
11 11 2004;278.5057983;270.7653503;246.6157379
12 11 2004;279.04422;271.3174133;243.857666
13 11 2004;278.8252563;271.3193359;243.1689453
14 11 2004;278.7917786;271.1340332;244.5474396
15 11 2004;278.5353088;271.4951782;244.5510101
16 11 2004;278.7174377;271.3161926;244.0891266
17 11 2004;278.2186279;271.0988464;241.8218842
18 11 2004;277.6853333;270.7025757;243.4873505
19 11 2004;278.2071228;271.0392151;243.1327972
20 11 2004;278.0370178;270.9468689;242.8140106
21 11 2004;277.9764709;270.8962402;243.1447144
22 11 2004;276.9876404;269.8580933;240.5478821
23 11 2004;277.6670227;270.5670776;242.168869
24 11 2004;276.4927673;269.5653687;239.9478607
25 11 2004;277.0491638;269.9968567;240.8881989
26 11 2004;276.1772461;269.4648132;240.3887329
27 11 2004;275.59729;268.6392822;240.4082642
28 11 2004;276.2745667;269.3669739;236.2462921
29 11 2004;275.0672607;268.4327698;238.4533081
30 11 2004;275.6463623;268.8129883;238.369278
1 12 2004;274.8595276;268.4306641;233.0172119
2 12 2004;275.19104;268.5588074;236.613266
3 12 2004;274.8917236;268.3731079;237.3799438
4 12 2004;274.7155762;268.1106567;235.6701508
5 12 2004;274.7920837;267.9981384;236.3633423
6 12 2004;274.3773499;267.635498;236.2083588
7 12 2004;274.6283264;267.9147644;236.0806274
8 12 2004;274.109436;267.6846313;237.8730774
9 12 2004;274.3717041;267.7449646;236.7207031
10 12 2004;273.8348694;267.3960876;234.1361084
11 12 2004;274.1053467;267.608551;236.2432861
12 12 2004;273.6629639;266.852417;234.6300201
13 12 2004;273.3707886;266.604248;235.0031281
14 12 2004;273.7130432;267.0217285;235.976593
15 12 2004;273.6242065;267.2271118;234.0874329
16 12 2004;273.5693665;266.9510193;235.0223846
17 12 2004;274.5041504;267.8324585;236.219101
18 12 2004;273.8992615;267.336853;235.1096344
19 12 2004;274.7631836;268.2000732;235.3252869
20 12 2004;274.7441406;268.2773438;235.5513458
21 12 2004;274.6116638;268.4110718;234.4090576
22 12 2004;274.432251;268.1046143;235.1739197
23 12 2004;274.5960388;268.2643433;235.044754
24 12 2004;274.7099915;268.3424988;234.0219421
25 12 2004;274.5794373;268.2371521;234.7468719
26 12 2004;274.286377;268.1734924;234.1734009
27 12 2004;274.5252686;268.2510681;234.3140717
28 12 2004;273.9852905;267.7729492;234.923584
29 12 2004;273.6767273;267.4568787;234.4703522
30 12 2004;274.0624084;267.8269958;235.9320068
31 12 2004;273.1936035;266.7092285;233.9239807
1 01 2005;273.6442566;267.3310242;234.7754364
2 01 2005;272.667572;266.4818115;235.2928467
3 01 2005;273.1684875;266.8406982;234.6640778
4 01 2005;271.8500977;265.4909058;233.0380859
5 01 2005;271.2940369;265.0133667;234.331665
6 01 2005;271.6806641;265.426239;232.6909485
7 01 2005;271.6437073;265.3876343;233.1801605
8 01 2005;271.5394592;265.2757263;233.4009247
9 01 2005;271.1184387;264.9749146;233.5355072
10 01 2005;271.4338684;265.212738;233.3721924
11 01 2005;271.3329468;265.2408447;232.8771515
12 01 2005;271.2950745;265.1428223;233.2616119
13 01 2005;270.6704712;264.7015991;233.0402222
14 01 2005;270.4571228;264.3788147;233.0596466
15 01 2005;270.8075867;264.7410889;233.9103699
16 01 2005;270.0563049;263.9729004;232.312561
17 01 2005;270.4403381;264.3642578;233.0941925
18 01 2005;270.7460327;265.2270508;232.0142822
19 01 2005;270.4142151;264.5213928;232.4736786
20 01 2005;270.567627;264.7881775;231.9230347
21 01 2005;271.0244751;265.1291504;232.1370087
22 01 2005;270.2315674;264.452179;232.7059326
23 01 2005;270.2834167;264.3348694;231.6689911
24 01 2005;270.5131531;264.6387024;232.1706543
25 01 2005;270.3095398;264.5489502;234.1289063
26 01 2005;270.3686829;264.5075073;232.656189
27 01 2005;270.0753479;264.3212891;233.2364349
28 01 2005;270.2511902;264.459259;233.3405151
29 01 2005;269.9137878;264.1570129;233.8332825
30 01 2005;270.1875916;264.4143677;233.4700928
31 01 2005;270.1175232;264.3435364;233.5884705
1 02 2005;270.6572266;264.8437195;234.8554688
2 02 2005;270.3207703;264.533905;233.9713593
3 02 2005;271.2164001;265.530304;235.9213257
4 02 2005;270.7314758;264.9693298;234.9160614
5 02 2005;270.8621826;265.000885;232.169693
6 02 2005;270.6175232;264.6326294;234.3356934
7 02 2005;270.6627808;264.8057251;233.1903687
8 02 2005;270.0931396;264.0598145;233.1764374
9 02 2005;270.4577942;264.4993896;233.5675049
10 02 2005;270.2859497;264.3537292;233.5385742
11 02 2005;270.2789612;264.3043213;233.4275055
12 02 2005;271.6156616;266.0093689;235.4608917
13 02 2005;270.7268677;264.8891602;234.1423187
14 02 2005;271.4553833;266.0457153;237.6576691
15 02 2005;272.1794739;266.8010559;235.7536163
16 02 2005;271.4538879;265.9119873;236.8459015
17 02 2005;273.1896973;267.8771973;237.5218048
18 02 2005;272.274353;266.8634033;236.7071075
19 02 2005;273.5669861;268.5981445;238.9087067
20 02 2005;273.0103455;267.7795715;237.7125397
21 02 2005;274.0129089;269.1877747;238.8445892
22 02 2005;274.3650513;270.0888672;238.4886017
23 02 2005;275.2245789;270.6565552;238.2489319
24 02 2005;275.9231262;269.3883057;240.3780365
25 02 2005;275.1708984;270.0445862;239.0385284
26 02 2005;276.5146484;271.2023621;242.7163696
27 02 2005;275.8695374;270.2117615;240.7109833
28 02 2005;273.4737549;268.0746765;243.0414734
1 03 2005;275.2859802;269.8295898;242.1562958
2 03 2005;275.4498291;269.6564941;244.4471893
3 03 2005;276.0974121;270.4252014;243.2149811
4 03 2005;275.611084;269.9704285;244.1596222
5 03 2005;276.5770874;270.7055359;244.3004456
6 03 2005;276.0951843;270.3670654;243.8916779
7 03 2005;276.3483276;270.2782593;243.885437
8 03 2005;276.3401794;270.4502869;244.0258636
9 03 2005;276.2659302;270.1713867;242.9632416
10 03 2005;276.321106;270.0624695;243.6248627
11 03 2005;276.1567993;269.7985535;242.7134857
12 03 2005;275.7959595;269.3806152;241.5953979
13 03 2005;276.0912781;269.7472229;242.644577
14 03 2005;275.4685059;268.6240845;240.2558746
15 03 2005;275.7852478;269.2506409;241.4986115
16 03 2005;275.2037659;268.822998;243.3122559
17 03 2005;275.4858398;268.8992615;241.6889191
18 03 2005;275.3962097;268.7157288;243.1724396
19 03 2005;274.7264404;267.989502;242.7245331
20 03 2005;275.2028503;268.5348206;240.6639709
21 03 2005;273.9888916;267.3924866;239.0027313
22 03 2005;274.6394043;267.9722595;240.7970734
23 03 2005;273.695282;267.2473755;236.0584412
24 03 2005;274.1078796;267.537384;238.6194305
25 03 2005;273.4606628;266.9692383;237.7787476
26 03 2005;273.188446;266.8085022;237.4855347
28 03 2005;273.1567383;266.7537537;238.3809357
29 03 2005;273.2686157;266.8438416;237.8817291
30 03 2005;273.4459534;267.0715332;239.1470337
31 03 2005;273.2904358;266.8897095;238.4698944
1 04 2005;273.2212524;266.9787598;237.7496643
2 04 2005;273.3192139;266.980011;238.4555206
3 04 2005;273.3677368;266.9796143;237.0687561
4 04 2005;273.0795593;266.8845825;237.7579803
5 04 2005;273.2554932;266.9480591;238.1180725
6 04 2005;273.5006714;267.2080688;238.3562012
7 04 2005;273.278595;267.0135803;238.0774078
8 04 2005;273.7536926;267.6749268;236.1504211
9 04 2005;273.5109863;267.2988586;237.5279999
10 04 2005;273.6708069;267.5193176;240.8739624
12 04 2005;273.8213501;267.8057556;238.5205994
13 04 2005;275.2232666;268.9484863;238.5031433
14 04 2005;274.2384949;268.0911865;239.2992401
15 04 2005;275.3682861;269.1963501;239.6907501
16 04 2005;274.9433594;268.7453308;239.1643677
17 04 2005;275.2550354;269.0982056;241.1460876
18 04 2005;275.1888733;269.0132751;240.000412
19 04 2005;274.8768005;268.8316956;241.5302124
20 04 2005;274.9401855;268.8182678;240.8922272
21 04 2005;275.0019531;268.8877258;242.1407166
22 04 2005;274.6072388;269.0094299;241.8007813
23 04 2005;274.8497925;268.9051514;241.6112518
24 04 2005;274.8847351;268.9380798;243.910675
25 04 2005;274.7806091;268.9508972;242.440918
26 04 2005;275.7737732;270.0560303;242.4656982
27 04 2005;275.6947632;270.3312378;242.9390869
28 04 2005;276.6197815;270.9845581;244.1764221
29 04 2005;276.9745483;271.4979553;243.0052948
30 04 2005;276.429718;270.9378967;243.3735962
1 05 2005;277.9360046;272.6976013;245.9238281
2 05 2005;277.1134338;271.7111511;244.1009064
3 05 2005;277.0822754;271.7841797;242.4895782
4 05 2005;277.3772278;272.0643005;244.1714325
5 05 2005;277.1732178;271.6374207;242.8104706
6 05 2005;277.328186;271.848999;243.1571655
7 05 2005;277.2928772;271.8502502;248.3672485
8 05 2005;277.338562;273.2341614;246.8462219
9 05 2005;277.3198853;272.3111267;246.1235352
10 05 2005;278.340332;273.618866;250.229248
11 05 2005;277.6662598;273.054718;247.7329865
12 05 2005;277.0166016;271.8936768;247.8214417
13 05 2005;277.6532898;268.4543152;248.5945587
14 05 2005;278.3490601;270.8556824;249.0072479
15 05 2005;278.2997437;270.8134155;249.3358154
16 05 2005;278.1006775;270.0411377;248.9792023
17 05 2005;278.8623657;271.375061;247.9005737
18 05 2005;278.420929;270.7431946;248.7385254
19 05 2005;276.8109741;272.1523438;253.2120667
20 05 2005;278.0314331;271.4235535;249.9503937
21 05 2005;278.4458313;272.0947876;251.7152405
22 05 2005;278.5820618;272.2276611;251.6259003
23 05 2005;278.3531189;271.9153137;252.3278809
24 05 2005;278.2652588;271.9719543;251.2547455
25 05 2005;278.4001465;272.0382996;251.7361908
26 05 2005;278.7171326;272.1363831;252.1097107
27 05 2005;278.4608459;272.0488586;251.7002106
28 05 2005;279.2820435;272.6308594;251.1665192
29 05 2005;278.9200134;272.2965088;251.6588135
30 05 2005;279.2357483;272.7665405;251.4463806
31 05 2005;279.3194275;272.3409729;251.022934
1 06 2005;279.1584167;272.4680176;251.3760376
2 06 2005;279.668396;272.7688904;250.7813416
3 06 2005;279.3820801;272.5259705;251.0601044
4 06 2005;280.012207;273.603241;249.316864
5 06 2005;279.687561;272.9660339;250.3861084
6 06 2005;279.45047;270.5187988;251.5632629
7 06 2005;279.5675659;270.6895142;250.4220734
8 06 2005;279.5685425;271.391449;251.0703583
9 06 2005;279.7891541;270.7024231;252.161438
10 06 2005;279.6417542;270.9277649;251.2179565
11 06 2005;280.2723389;272.0603943;252.97995
12 06 2005;279.9010925;271.2301941;252.1197968
13 06 2005;279.9137878;272.1871033;254.8869171
14 06 2005;279.6768188;271.6819153;253.3288727
15 06 2005;279.8279419;272.4348145;253.7513885
16 06 2005;279.6646118;272.7059631;254.6417847
17 06 2005;279.723114;272.2742004;253.9073486
18 06 2005;279.8164063;272.6087341;253.5701294
19 06 2005;279.7347107;272.5296326;254.0397491
20 06 2005;280.1460571;273.1306458;256.1192932
21 06 2005;279.8990784;272.7563477;254.5763702
22 06 2005;279.8799438;272.6616516;255.658844
23 06 2005;279.6637573;272.6346436;255.4514923
24 06 2005;279.81427;272.6842041;259.1966858
25 06 2005;279.9544983;273.5551147;255.6967468
26 06 2005;279.8108215;272.9579773;256.7816467
27 06 2005;280.1624146;274.0693054;257.3837585
28 06 2005;279.9759216;273.5274658;256.6207275
29 06 2005;277.7922974;272.1661987;256.4640198
30 06 2005;278.9576416;273.3082581;256.8228455
1 07 2005;278.2414551;272.9555054;257.0618896
2 07 2005;278.4828491;272.8175049;257.0596924
3 07 2005;278.5606384;273.0270996;256.9814758
4 07 2005;278.1562195;272.3450317;255.7257538
5 07 2005;278.3999023;272.7298889;256.5889587
6 07 2005;273.7191772;269.34552;254.9165344
7 07 2005;276.7584534;271.4734802;255.7437286
